Provider_ID,Hospital_Name,Period,Avg_Spending_Per_Episode_Hospital,Avg_Spending_Per_Episode_State,Avg_Spending_Per_Episode_Nation,Percent_of_Spending_Hospital,Percent_of_Spending_State,Percent_of_Spending_Nation, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments,State,Measure Response,Condition,Score,Sample,Measure Name,Value,Payment measure name,Payment category,Denominator,Payment,Lower estimate,Higher estimate,Value of care display name,Value of care category,"Measure Name_x_Able to track patients’ lab results, tests, and referrals electronically between visits",Measure Name_x_General Surgery Registry,Measure Name_x_Multispecialty surgical registry,Measure Name_x_Nursing care registry,Measure Name_x_Patient Safety Culture,Measure Name_x_Safe surgery checklist use (inpatient),Measure Name_x_Safe surgery checklist use (outpatient),Measure Name_y_Door to diagnostic eval,Measure Name_y_ED1,Measure Name_y_ED2,Measure Name_y_Emergency department volume,Measure Name_y_Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Measure Name_y_Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,Measure Name_y_External Beam Radiotherapy for Bone Metastases,Measure Name_y_Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Measure Name_y_Head CT results,Measure Name_y_Healthcare workers given influenza vaccination,Measure Name_y_Hospital acquired potentially preventable venous thromboembolism,Measure Name_y_Immunization for influenza,Measure Name_y_Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,Measure Name_y_Left before being seen,Measure Name_y_Median Time to ECG,Measure Name_y_Median Time to Fibrinolysis,Measure Name_y_Median Time to Transfer to Another Facility for Acute Coronary Intervention,Measure Name_y_Median time to pain med,Measure Name_y_OP 18,"Measure Name_y_Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary"
330264,ST LUKE'S CORNWALL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$18,$88,$126,0.09%,0.43%,0.62%,17,$19814.58,$7292.70,$6432.70,NY,Y,Emergency Department,142,811,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.005695,Payment for hip/knee replacement patients,Less than the National Average Payment,253,"$21,507","$20,626","$22,489",Value of Care hip/knee replacement measure,Average complications and lower payment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,1 through 30 days After Discharge from Index Hospital Admission,$664,$661,$697,4.92%,3.28%,3.43%,12,$17148.66,$8388.50,$7775.33,NY,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .855323,Payment for pneumonia patients,Less than the National Average Payment,112,"$13,637","$12,212","$15,115",Value of Care Pneumonia measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$4,$6,0%,0.02%,0.03%,22,$23810.45,$6413.18,$5395.72,NY,Yes,Emergency Department,"High (40,000 - 59,999 patients annually)",1807,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.033462,Payment for hip/knee replacement patients,Greater than the National Average Payment,222,"$23,986","$22,864","$25,155",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330268,COBLESKILL REGIONAL HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$1,$6,$7,0.01%,0.03%,0.04%,17,$9706.88,$7648.52,$6853.23,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .830312,Payment for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
330270,HOSPITAL FOR SPECIAL SURGERY,During Index Hospital Admission,$20,$15,$20,0.09%,0.07%,0.1%,239,$78468.56,$32745.19,$27992.85,NY,Yes,Preventive Care,80,4853,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .993788,Payment for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330273,PUTNAM HOSPITAL CENTER,1 to 3 days Prior to Index Hospital Admission,$7,$7,$11,0.04%,0.04%,0.05%,16,$23641.87,$6347.12,$5645.62,NY,Y,Preventive Care,85,1480,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .997067,Payment for pneumonia patients,No Different than the National Average Payment,439,"$17,726","$16,732","$18,770",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330276,NATHAN LITTAUER HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$5,$6,$7,0.03%,0.03%,0.04%,21,$14263.80,$4683.42,$3663.80,NY,Yes,Colonoscopy care,94,82,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .911287,Payment for hip/knee replacement patients,Greater than the National Average Payment,56,"$25,768","$23,342","$28,494",Value of Care hip/knee replacement measure,Average complications and higher payment,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330277,CORNING HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$4,$6,0%,0.02%,0.03%,11,$8093.09,$4705.72,$3891.18,NY,Y,Colonoscopy care,100,228,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .881861,Payment for pneumonia patients,No Different than the National Average Payment,340,"$16,114","$15,056","$17,135",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330279,MERCY HOSPITAL OF BUFFALO,1 to 3 days Prior to Index Hospital Admission,$1,$2,$2,0%,0.01%,0.01%,16,$12367.18,$5419.31,$4509.56,NY,Y,Colonoscopy care,59,71,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.001729,Payment for pneumonia patients,No Different than the National Average Payment,363,"$18,052","$16,933","$19,126",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330285,STRONG MEMORIAL HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,16,$14264.37,$9044.75,$6423.81,NY,Y,Pregnancy and Delivery Care,0,33,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .943975,Payment for heart attack patients,No Different than the National Average Payment,239,"$22,073","$20,354","$23,963",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,During Index Hospital Admission,$2161,$1568,$1502,10.18%,7.79%,7.4%,39,$22250.25,$7949.64,$5889.56,NY,Yes,Pregnancy and Delivery Care,0,42,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.066767,Payment for pneumonia patients,No Different than the National Average Payment,"1,034","$17,143","$16,489","$17,810",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330304,WHITE PLAINS HOSPITAL CENTER,1 through 30 days After Discharge from Index Hospital Admission,$86,$75,$122,0.42%,0.37%,0.6%,20,$16213.85,$6927.65,$5978.25,NY,Yes,Emergency Department,317,855,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.041287,Payment for heart attack patients,Greater than the National Average Payment,237,"$25,219","$23,349","$27,370",Value of Care Heart Attack measure,Average mortality and higher payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330307,CAYUGA MEDICAL CENTER AT ITHACA,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,24,$13457.70,$11127.95,$10382.62,NY,Y,Emergency Department,55,87,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .919696,Payment for heart attack patients,No Different than the National Average Payment,137,"$21,944","$19,986","$24,152",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330331,PLAINVIEW HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$13,$7,$11,0.06%,0.04%,0.05%,41,$32401.97,$6842.36,$6443.78,NY,Y,Pregnancy and Delivery Care,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.042975,Payment for hip/knee replacement patients,Greater than the National Average Payment,235,"$25,384","$24,115","$26,685",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330332,CHSLI ST JOSEPH HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$5318,$3560,$3010,26.95%,17.69%,14.83%,14,$24708.92,$6271.14,$5469.42,NY,Yes,Colonoscopy care,60,20,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.100493,Payment for hip/knee replacement patients,No Different than the National Average Payment,119,"$23,979","$22,421","$25,668",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330340,SOUTHAMPTON HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$0,$2,$2,0%,0.01%,0.01%,32,$25678.43,$7036.34,$6173.31,NY,Y,Preventive Care,96,1108,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .959274,Payment for heart failure patients,No Different than the National Average Payment,218,"$17,364","$15,918","$18,903",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,1 to 3 days Prior to Index Hospital Admission,$94,$88,$126,0.49%,0.43%,0.62%,14,$18583.85,$12851.57,$12126.14,NY,Yes,Emergency Department,"Very High (60,000+ patients annually)",Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.007522,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330385,NORTH CENTRAL BRONX HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,14,$14319.85,$10017.28,$9030.21,NY,Yes,Emergency Department,365,594,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .856192,Payment for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care Heart Attack measure,Not Available,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330386,CATSKILL REGIONAL MEDICAL CENTER,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,21,$22635.04,$8608.00,$6506.23,NY,Yes,Emergency Department,383,520,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.006444,Payment for heart attack patients,No Different than the National Average Payment,127,"$24,540","$22,145","$27,133",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,42,$40047.09,$11410.88,$9982.21,NY,Yes,Emergency Department,604,637,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .979795,Payment for heart attack patients,No Different than the National Average Payment,600,"$24,228","$22,970","$25,561",Value of Care Heart Attack measure,Better mortality and average payment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330394,UNITED HEALTH SERVICES HOSPITALS INC,1 to 3 days Prior to Index Hospital Admission,$108,$88,$126,0.56%,0.43%,0.62%,44,$13858.29,$6572.50,$5366.09,NY,Y,Cancer care,38,21,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .907169,Payment for pneumonia patients,Less than the National Average Payment,648,"$14,525","$13,854","$15,225",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,20,$21811.05,$12575.30,$12014.10,NY,N,Emergency Department,300,1041,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.066353,Payment for pneumonia patients,Greater than the National Average Payment,433,"$19,645","$18,498","$20,775",Value of Care Pneumonia measure,Worse mortality and higher payment,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,1 to 3 days Prior to Index Hospital Admission,$2,$0,$0,0.01%,0%,0%,12,$34591.00,$24574.50,$23636.50,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .951513,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330397,INTERFAITH MEDICAL CENTER,During Index Hospital Admission,$5,$15,$20,0.03%,0.07%,0.1%,15,$20100.46,$11676.13,$10921.46,NY,Y,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .994156,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330399,ST BARNABAS HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$19,$7,$11,0.11%,0.04%,0.05%,18,$62100.05,$26741.22,$26180.55,NY,Yes,Emergency Department,6,90130,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .961588,Payment for heart attack patients,No Different than the National Average Payment,28,"$21,299","$18,495","$24,487",Value of Care Heart Attack measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330401,ST CATHERINE OF SIENA HOSPITAL,1 to 3 days Prior to Index Hospital Admission,$3,$6,$7,0.02%,0.03%,0.04%,14,$37826.57,$6873.42,$5914.57,NY,Y,Preventive Care,92,2464,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.062757,Payment for hip/knee replacement patients,Greater than the National Average Payment,143,"$26,852","$25,196","$28,620",Value of Care hip/knee replacement measure,Average complications and higher payment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,1 to 3 days Prior to Index Hospital Admission,$10,$7,$6,0.05%,0.04%,0.03%,58,$26855.27,$6984.60,$5173.44,NC,Yes,Emergency Department,3,124270,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .989250,Payment for heart attack patients,Less than the National Average Payment,416,"$21,094","$19,875","$22,363",Value of Care Heart Attack measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,84,$18304.59,$6548.45,$5305.85,NC,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .985000,Payment for heart attack patients,Less than the National Average Payment,"1,499","$21,250","$20,552","$21,983",Value of Care Heart Attack measure,Better mortality and lower payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340003,NORTHERN HOSPITAL OF SURRY COUNTY,During Index Hospital Admission,$12,$24,$20,0.08%,0.12%,0.1%,11,$14686.36,$7203.09,$6388.54,NC,Yes,Preventive Care,94,1166,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .894012,Payment for heart failure patients,No Different than the National Average Payment,122,"$15,907","$14,334","$17,712",Value of Care Heart Failure measure,Average mortality and average payment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340004,HIGH POINT REGIONAL HEALTH SYSTEM,1 to 3 days Prior to Index Hospital Admission,$12,$8,$7,0.06%,0.04%,0.04%,19,$14826.89,$5898.84,$4569.05,NC,Yes,Preventive Care,97,533,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .992220,Payment for pneumonia patients,No Different than the National Average Payment,670,"$17,183","$16,431","$17,936",Value of Care Pneumonia measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340008,SCOTLAND MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$1865,$2794,$3010,11.77%,14.32%,14.83%,12,$13814.75,$5920.66,$4888.33,NC,N,Preventive Care,99,1318,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .896179,Payment for heart failure patients,Less than the National Average Payment,330,"$12,714","$11,836","$13,658",Value of Care Heart Failure measure,Average mortality and lower payment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340010,WAYNE MEMORIAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$2555,$2794,$3010,13.62%,14.32%,14.83%,14,$9742.78,$6278.57,$5398.28,NC,Yes,Emergency Department,73,105,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .933297,Payment for pneumonia patients,No Different than the National Average Payment,653,"$16,915","$16,157","$17,685",Value of Care Pneumonia measure,Average mortality and average payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
340013,RUTHERFORD REGIONAL MEDICAL CENTER,1 to 3 days Prior to Index Hospital Admission,$14,$9,$11,0.08%,0.05%,0.05%,33,$14662.03,$6961.33,$6040.96,NC,Yes,Colonoscopy care,68,107,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .945126,Payment for hip/knee replacement patients,No Different than the National Average Payment,134,"$23,955","$22,516","$25,451",Value of Care hip/knee replacement measure,Average complications and average payment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,During Index Hospital Admission,$10388,$9833,$9676,50.28%,50.38%,47.66%,24,$21716.00,$6365.45,$5380.29,NC,Yes,Heart Attack or Chest Pain,100,88,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .978462,Payment for heart failure patients,Less than the National Average Payment,819,"$15,276","$14,600","$16,026",Value of Care Heart Failure measure,Average mortality and lower payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340015,NOVANT HEALTH ROWAN MEDICAL CENTER,During Index Hospital Admission,$1356,$1399,$1502,7.17%,7.17%,7.4%,27,$25878.00,$10235.96,$9442.92,NC,Yes,Heart Attack or Chest Pain,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.025874,Payment for heart attack patients,Less than the National Average Payment,182,"$19,248","$17,714","$20,901",Value of Care Heart Attack measure,Average mortality and lower payment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
340016,HARRIS REGIONAL HOSPITAL,1 through 30 days After Discharge from Index Hospital Admission,$195,$143,$122,1.16%,0.73%,0.6%,16,$19428.93,$6697.00,$5641.75,NC,Y,Cataract surgery outcome,Not Available,Not Available,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .932885,Payment for pneumonia patients,Less than the National Average Payment,262,"$15,339","$14,289","$16,364",Value of Care Pneumonia measure,Average mortality and lower payment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,During Index Hospital Admission,$0,$0,$0,0%,0%,0%,19,$17132.63,$5787.15,$4959.78,NC,N,Emergency Department,56,18,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .958220,Payment for heart attack patients,No Different than the National Average Payment,130,"$24,957","$22,595","$27,741",Value of Care Heart Attack measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340020,CENTRAL CAROLINA HOSPITAL,Complete Episode,$14953,$19518,$20302,100%,100%,100%,18,$20616.00,$5045.55,$4109.33,NC,Yes,Heart Attack or Chest Pain,5,120,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .910144,Payment for heart failure patients,No Different than the National Average Payment,262,"$15,148","$14,012","$16,334",Value of Care Heart Failure measure,Average mortality and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340021,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,1 through 30 days After Discharge from Index Hospital Admission,$2619,$2207,$2745,13.48%,11.31%,13.52%,14,$13637.21,$5483.14,$4605.14,NC,Y,Heart Attack or Chest Pain,5,178,Medicare hospital spending per patient (Medicare Spending per Beneficiary), 1.015430,Payment for heart failure patients,No Different than the National Average Payment,432,"$16,263","$15,288","$17,308",Value of Care Heart Failure measure,Average mortality and average payment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340023,PARK RIDGE HEALTH,1 through 30 days After Discharge from Index Hospital Admission,$80,$143,$122,0.44%,0.73%,0.6%,13,$15842.07,$6749.00,$5706.53,NC,Yes,Emergency Department,157,405,Medicare hospital spending per patient (Medicare Spending per Beneficiary),  .947185,Payment for hip/knee replacement patients,No Different than the National Average Payment,321,"$22,127","$21,275","$23,004",Value of Care hip/knee replacement measure,Average complications and average payment,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
