Provider_ID,Condition,Measure Name,Score,Sample
450351,Heart Attack or Chest Pain,Median Time to ECG,5.0,125.0
450330,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,16.0
450469,Emergency Department,Median time to pain med,86.0,75.0
450411,Heart Attack or Chest Pain,Median Time to ECG,11.0,65.0
450596,Emergency Department,ED2,81.0,387.0
450539,Preventive Care,Healthcare workers given influenza vaccination,96.0,491.0
450498,Emergency Department,Door to diagnostic eval,24.0,3098.0
450372,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96.0,79.0
450431,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,25.0,11.0
450460,Emergency Department,ED2,55.0,279.0
450558,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,55.0
450587,Heart Attack or Chest Pain,Aspirin at Arrival,98.0,120.0
450587,Emergency Department,Door to diagnostic eval,15.0,424.0
450348,Preventive Care,Healthcare workers given influenza vaccination,69.0,226.0
450388,Heart Attack or Chest Pain,Median Time to ECG,8.0,44.0
450586,Preventive Care,Immunization for influenza,83.0,175.0
450578,Emergency Department,Median time to pain med,62.0,37.0
450389,Preventive Care,Immunization for influenza,84.0,453.0
450379,Preventive Care,Healthcare workers given influenza vaccination,96.0,1102.0
450465,Emergency Department,ED1,240.0,316.0
450573,Emergency Department,Head CT results,59.0,17.0
450584,Preventive Care,Immunization for influenza,94.0,242.0
450587,Preventive Care,Healthcare workers given influenza vaccination,92.0,833.0
450465,Emergency Department,Head CT results,73.0,15.0
450498,Heart Attack or Chest Pain,Aspirin at Arrival,100.0,60.0
450400,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92.0,24.0
450389,Emergency Department,Head CT results,67.0,33.0
450571,Emergency Department,ED1,233.0,770.0
450399,Emergency Department,ED1,155.0,348.0
450563,Preventive Care,Healthcare workers given influenza vaccination,100.0,2335.0
450358,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100.0,72.0
450537,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88.0,65.0
450411,Emergency Department,Head CT results,61.0,18.0
450389,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,74.0
450596,Emergency Department,ED1,262.0,387.0
450537,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,40.0
450578,Emergency Department,Door to diagnostic eval,45.0,1639.0
450563,Heart Attack or Chest Pain,Median Time to ECG,5.0,13.0
450563,Emergency Department,Door to diagnostic eval,14.0,400.0
450475,Preventive Care,Healthcare workers given influenza vaccination,98.0,222.0
450340,Emergency Department,Median time to pain med,45.0,99.0
450620,Emergency Department,ED2,68.0,237.0
450447,Emergency Department,Head CT results,95.0,22.0
450584,Emergency Department,ED1,200.0,354.0
450578,Preventive Care,Healthcare workers given influenza vaccination,83.0,223.0
450558,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,141.0
450411,Emergency Department,ED1,272.0,255.0
450580,Emergency Department,ED1,228.0,177.0
450537,Emergency Department,Left before being seen,1.0,44198.0
450424,Emergency Department,ED1,410.0,767.0
450419,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,44.0,14.0
450346,Heart Attack or Chest Pain,Median Time to ECG,10.0,146.0
450358,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,71.0
450399,Emergency Department,ED2,30.0,328.0
180080,Emergency Department,ED1,316.0,638.0
180080,Emergency Department,ED2,78.0,638.0
180080,Preventive Care,Immunization for influenza,83.0,500.0
180080,Preventive Care,Healthcare workers given influenza vaccination,91.0,1498.0
180080,Emergency Department,OP 18,206.0,355.0
180080,Emergency Department,Door to diagnostic eval,23.0,407.0
180080,Emergency Department,Median time to pain med,54.0,192.0
180080,Emergency Department,Left before being seen,3.0,45919.0
180080,Emergency Department,Head CT results,71.0,17.0
180080,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,82.0,72.0
180080,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96.0,75.0
180080,Heart Attack or Chest Pain,Aspirin at Arrival,93.0,57.0
180080,Heart Attack or Chest Pain,Median Time to ECG,5.0,60.0
180080,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4.0,55.0
450604,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,83.0,134.0
450537,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,68.0,56.0
450508,Preventive Care,Immunization for influenza,73.0,399.0
450475,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",2.0,46.0
450498,Emergency Department,OP 18,138.0,2810.0
450462,Emergency Department,ED2,184.0,570.0
450424,Emergency Department,Door to diagnostic eval,32.0,407.0
450460,Heart Attack or Chest Pain,Aspirin at Arrival,88.0,59.0
450346,Emergency Department,Head CT results,96.0,57.0
450518,Emergency Department,ED2,184.0,905.0
450389,Emergency Department,Left before being seen,2.0,47005.0
450462,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,100.0,63.0
450346,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,84.0,83.0
450451,Emergency Department,ED1,208.0,257.0
450462,Emergency Department,Left before being seen,3.0,69705.0
450469,Emergency Department,ED1,257.0,687.0
450419,Preventive Care,Immunization for influenza,100.0,316.0
450347,Emergency Department,Left before being seen,3.0,26740.0
450573,Emergency Department,Left before being seen,1.0,22248.0
450424,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,12.0
450403,Emergency Department,Door to diagnostic eval,3.0,521.0
450475,Heart Attack or Chest Pain,Median Time to ECG,7.0,84.0
450379,Emergency Department,Left before being seen,2.0,11228.0
450563,Heart Attack or Chest Pain,Aspirin at Arrival,92.0,13.0
450565,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,156.0
450639,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92.0,50.0
450347,Heart Attack or Chest Pain,Median Time to ECG,12.0,96.0
450431,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,26.0
450379,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,67.0,39.0
450389,Heart Attack or Chest Pain,Median Time to Fibrinolysis,32.0,14.0
450558,Emergency Department,OP 18,152.0,410.0
450563,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,38.0
450370,Preventive Care,Healthcare workers given influenza vaccination,98.0,220.0
450411,Emergency Department,Door to diagnostic eval,27.0,361.0
450351,Emergency Department,ED2,87.0,338.0
450411,Emergency Department,ED2,102.0,193.0
450586,Emergency Department,ED2,0.0,136.0
450431,Emergency Department,Door to diagnostic eval,6.0,561.0
450451,Heart Attack or Chest Pain,Median Time to ECG,9.0,45.0
450424,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97.0,72.0
450451,Emergency Department,Door to diagnostic eval,17.0,418.0
450539,Heart Attack or Chest Pain,Median Time to ECG,12.0,207.0
450451,Emergency Department,Median time to pain med,30.0,62.0
450484,Emergency Department,Median time to pain med,41.0,71.0
450451,Preventive Care,Immunization for influenza,96.0,136.0
450403,Emergency Department,OP 18,123.0,489.0
450379,Emergency Department,OP 18,112.0,366.0
450518,Preventive Care,Healthcare workers given influenza vaccination,78.0,1803.0
450403,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,14.0
450518,Emergency Department,Door to diagnostic eval,23.0,1137.0
450587,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,81.0,16.0
450419,Heart Attack or Chest Pain,Aspirin at Arrival,95.0,180.0
450347,Preventive Care,Healthcare workers given influenza vaccination,87.0,1020.0
450348,Emergency Department,Door to diagnostic eval,24.0,381.0
450537,Emergency Department,OP 18,129.0,388.0
450578,Emergency Department,OP 18,116.0,1617.0
450558,Preventive Care,Immunization for influenza,98.0,517.0
450571,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1.0,110.0
450565,Emergency Department,ED1,199.0,387.0
450389,Heart Attack or Chest Pain,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,43.0,14.0
450403,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,89.0,18.0
450351,Emergency Department,Left before being seen,3.0,17926.0
450469,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96.0,25.0
450539,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,187.0,23.0
450539,Heart Attack or Chest Pain,Median Time to Fibrinolysis,27.0,12.0
450565,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",0.0,31.0
450403,Emergency Department,ED2,83.0,906.0
450372,Emergency Department,Median time to pain med,31.0,233.0
450424,Cancer care,External Beam Radiotherapy for Bone Metastases,100.0,11.0
450465,Preventive Care,Healthcare workers given influenza vaccination,86.0,524.0
450586,Emergency Department,OP 18,75.0,322.0
450340,Emergency Department,ED1,260.0,536.0
450351,Emergency Department,Door to diagnostic eval,30.0,443.0
450431,Preventive Care,Immunization for influenza,100.0,631.0
450465,Emergency Department,OP 18,122.0,368.0
450518,Emergency Department,Left before being seen,4.0,39949.0
450462,Preventive Care,Immunization for influenza,99.0,580.0
450578,Emergency Department,ED2,39.0,56.0
450653,Emergency Department,ED1,211.0,482.0
450370,Emergency Department,ED2,78.0,250.0
450347,Preventive Care,Immunization for influenza,97.0,430.0
450565,Emergency Department,Head CT results,54.0,13.0
450447,Preventive Care,Healthcare workers given influenza vaccination,53.0,318.0
450573,Pregnancy and Delivery Care,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",3.0,37.0
450422,Preventive Care,Healthcare workers given influenza vaccination,98.0,624.0
450419,Emergency Department,Left before being seen,5.0,23821.0
450656,Emergency Department,ED1,206.0,617.0
450351,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,8.0,63.0
450586,Emergency Department,Door to diagnostic eval,20.0,337.0
450447,Emergency Department,Door to diagnostic eval,20.0,424.0
450563,Emergency Department,OP 18,160.0,393.0
450372,Preventive Care,Healthcare workers given influenza vaccination,100.0,1247.0
450518,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,48.0,52.0
450584,Emergency Department,Left before being seen,1.0,7378.0
450565,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,91.0,11.0
450578,Emergency Department,ED1,153.0,83.0
450462,Emergency Department,OP 18,179.0,416.0
450340,Preventive Care,Healthcare workers given influenza vaccination,80.0,1274.0
450518,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,21.0,118.0
450358,Preventive Care,Healthcare workers given influenza vaccination,98.0,14427.0
450465,Emergency Department,ED2,85.0,312.0
450571,Blood Clot Prevention and Treatment,Hospital acquired potentially preventable venous thromboembolism,0.0,11.0
450447,Heart Attack or Chest Pain,Median Time to ECG,4.0,125.0
450489,Preventive Care,Healthcare workers given influenza vaccination,89.0,284.0
450424,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,94.0,65.0
